id,an,judet,scoala,mediu,gen,nota_romana_oral,nota_romana_scris,nota_matematica,nota_limba_straina,nota_specialitate,medie_generala,promovat,absent,promotie
6191,2022,Gorj,Liceul Tehnologic George Cosbuc,Urban,M,6.45,6.4,2.35,6.13,9.25,5.58,0,0,2022
6192,2022,Ialomita,Colegiul National Mihai Viteazul,Rural,M,8.04,9.12,8.16,9.52,6.59,8.4,1,0,2022
6193,2022,Mehedinti,Liceul Sportiv Ioan Slavici,Urban,M,7.83,3.77,6.87,7.81,8.48,6.42,0,0,2022
6194,2022,Mures,Liceul Sportiv Elena Cuza,Urban,M,9.76,7.36,9.09,6.74,9.43,8.34,1,0,2022
6195,2022,Ilfov,Colegiul Tehnic Tudor Vladimirescu,Urban,M,7.29,9.27,6.65,7.97,7.82,7.87,1,0,2022
6196,2022,Satu Mare,Colegiul Tehnic Spiru Haret,Rural,M,8.64,6.84,6.61,7.86,6.89,7.11,1,0,2022
6197,2022,Braila,Liceul Sportiv George Cosbuc,Urban,M,7.45,8.38,8.4,10.0,5.0,8.03,1,0,2022
6198,2022,Satu Mare,Liceul Teoretic Emil Racovita,Urban,M,9.7,9.99,7.97,8.64,10.0,9.15,1,0,2022
6199,2022,Valcea,Liceul Tehnologic Traian,Urban,F,5.67,7.58,9.27,8.06,7.71,7.99,0,1,2022
6200,2022,Giurgiu,Scoala Nationala Ioan Slavici,Rural,F,6.24,8.66,5.44,7.94,6.31,6.99,1,0,2022
6201,2022,Vaslui,Colegiul Tehnic Bogdan Voda,Urban,M,7.33,7.82,5.74,8.92,9.53,7.57,1,0,2022
6202,2022,Salaj,Scoala Nationala Decebal,Urban,M,6.99,7.34,4.73,8.1,7.5,6.66,0,0,2022
6203,2022,Alba,Liceul Teoretic Octavian Goga,Urban,F,9.46,7.49,7.65,9.35,8.18,8.12,1,0,2022
6204,2022,Dolj,Liceul Pedagogic Decebal,Urban,F,7.44,7.14,7.31,7.0,6.37,7.08,1,0,2022
6205,2022,Gorj,Liceul Sportiv Nicolae Balcescu,Rural,F,7.62,8.37,5.88,10.0,7.11,7.6,1,0,2022
6206,2022,Ilfov,Scoala Nationala Dimitrie Cantemir,Urban,F,8.39,8.19,8.34,7.91,9.83,8.46,1,0,2022
6207,2022,Valcea,Scoala Nationala Mihai Viteazul,Urban,F,9.25,7.87,6.52,6.54,7.7,7.38,1,0,2022
6208,2022,Bacau,Colegiul Tehnic Decebal,Urban,M,8.88,8.19,6.1,8.32,7.32,7.52,1,0,2022
6209,2022,Galati,Liceul Tehnologic Traian,Urban,F,4.57,8.76,3.26,6.17,8.72,6.3,0,0,2022
6210,2022,Mures,Colegiul National Traian,Urban,M,8.44,9.64,9.87,7.54,8.58,9.11,1,0,2022
6211,2022,Ilfov,Liceul Sportiv Marin Preda,Urban,F,6.09,7.92,2.47,7.89,2.81,5.33,0,1,2022
6212,2022,Covasna,Liceul de Arte Tudor Vladimirescu,Rural,M,6.41,4.93,4.04,5.74,6.09,5.11,0,0,2022
6213,2022,Vrancea,Liceul Pedagogic Onisifor Ghibu,Rural,M,7.62,10.0,3.52,6.74,7.95,7.02,0,0,2022
6214,2022,Dolj,Liceul Teoretic Ion Luca Caragiale,Urban,M,8.54,8.33,8.27,6.54,10.0,8.32,1,0,2022
6215,2022,Mures,Scoala Nationala Dimitrie Cantemir,Urban,F,9.47,6.87,8.53,8.33,9.4,8.23,1,0,2022
6216,2022,Dambovita,Scoala Nationala Vasile Alecsandri,Rural,M,8.44,10.0,5.37,7.14,8.14,7.75,1,0,2022
6217,2022,Constanta,Scoala Nationala Dimitrie Cantemir,Urban,M,8.62,7.74,5.0,7.6,6.68,6.83,1,0,2022
6218,2022,Vrancea,Liceul Pedagogic Unirea,Urban,F,8.97,5.83,6.99,10.0,7.97,7.44,1,0,2022
6219,2022,Arad,Colegiul Tehnic Ion Barbu,Rural,F,10.0,5.88,8.35,7.34,6.34,7.32,1,0,2022
6220,2022,Tulcea,Liceul Sportiv Tudor Vladimirescu,Rural,F,7.74,7.05,9.39,6.66,9.67,8.16,1,0,2022
6221,2022,Teleorman,Scoala Nationala Decebal,Rural,M,8.81,8.29,5.58,7.98,6.57,7.22,1,0,2022
6222,2022,Galati,Colegiul National Emil Racovita,Rural,F,2.62,7.07,6.58,6.44,5.04,6.08,0,1,2022
6223,2022,Iasi,Liceul de Arte Tudor Vladimirescu,Urban,F,8.33,5.83,7.38,8.21,9.76,7.49,0,1,2022
6224,2022,Valcea,Colegiul Tehnic Stefan cel Mare,Urban,M,8.41,9.91,7.55,8.89,5.96,8.31,1,0,2022
6225,2022,Hunedoara,Liceul Teoretic Regina Maria,Urban,F,6.38,8.44,5.78,7.33,7.39,7.11,1,0,2022
6226,2022,Prahova,Liceul Tehnologic Constantin Brancusi,Urban,M,8.9,9.28,8.03,9.38,7.48,8.61,1,0,2022
6227,2022,Mures,Liceul Sportiv Constantin Brancusi,Rural,F,8.86,6.59,8.53,7.17,4.93,7.24,0,0,2022
6228,2022,Tulcea,Colegiul Tehnic Ion Barbu,Rural,F,6.53,8.18,5.24,8.01,6.1,6.8,1,0,2022
6229,2022,Vrancea,Liceul Pedagogic Gheorghe Sincai,Urban,F,7.76,6.3,7.02,8.92,7.98,7.31,1,0,2022
6230,2022,Maramures,Liceul Tehnologic Ana Ipatescu,Urban,M,10.0,10.0,5.83,7.82,6.48,7.89,1,0,2022
6231,2022,Ilfov,Colegiul Tehnic George Cosbuc,Urban,F,7.36,8.8,5.0,9.51,8.92,7.64,1,0,2022
6232,2022,Bihor,Colegiul Tehnic Bogdan Voda,Rural,M,9.32,6.8,8.54,7.09,6.93,7.64,1,0,2022
6233,2022,Mures,Colegiul Economic Marin Preda,Urban,F,7.23,9.32,8.32,7.71,8.86,8.5,1,0,2022
6234,2022,Ilfov,Colegiul National Alexandru Ioan Cuza,Urban,M,9.22,7.3,9.49,7.88,8.8,8.46,1,0,2022
6235,2022,Teleorman,Liceul Tehnologic Dimitrie Cantemir,Urban,M,7.2,6.71,6.09,9.27,5.0,6.7,1,0,2022
6236,2022,Bacau,Scoala Nationala Decebal,Urban,M,9.04,8.6,7.7,7.28,7.68,8.04,1,0,2022
6237,2022,Sibiu,Colegiul Tehnic Ion Barbu,Rural,F,8.38,8.01,7.45,7.01,5.96,7.42,1,0,2022
6238,2022,Covasna,Liceul Tehnologic Lucian Blaga,Urban,M,9.36,7.59,7.58,6.02,9.37,7.8,1,0,2022
6239,2022,Neamt,Colegiul Economic Emil Racovita,Urban,M,5.85,5.36,7.28,8.49,3.86,6.23,0,0,2022
6240,2022,Bistrita-Nasaud,Scoala Nationala Octavian Goga,Rural,F,7.94,3.22,2.76,6.1,7.59,4.64,0,0,2022
6241,2022,Ialomita,Colegiul National Constantin Brancusi,Rural,F,6.38,3.68,4.08,4.73,2.95,4.12,0,0,2022
6242,2022,Sibiu,Scoala Nationala Ana Ipatescu,Rural,F,10.0,8.87,1.25,2.85,4.79,5.18,0,0,2022
6243,2022,Bacau,Liceul Pedagogic Dimitrie Cantemir,Rural,M,1.75,10.0,3.83,7.19,5.39,6.21,0,0,2022
6244,2022,Mehedinti,Liceul Teoretic Vasile Alecsandri,Rural,M,8.78,7.71,5.47,10.0,6.87,7.36,1,0,2022
6245,2022,Iasi,Liceul Tehnologic Lucian Blaga,Rural,F,6.37,10.0,8.45,9.59,7.51,8.74,1,0,2022
6246,2022,Alba,Liceul Pedagogic Alexandru Ioan Cuza,Urban,F,9.19,7.32,4.4,7.18,7.19,6.59,0,0,2022
6247,2022,Galati,Colegiul National Elena Cuza,Urban,M,7.03,6.12,5.45,7.59,7.48,6.43,1,0,2022
6248,2022,Arad,Colegiul Tehnic Vasile Alecsandri,Urban,M,7.85,8.09,7.05,8.13,7.18,7.62,1,0,2022
6249,2022,Bacau,Liceul de Arte Bogdan Voda,Rural,M,6.47,6.26,9.33,8.09,7.36,7.64,1,0,2022
6250,2022,Arad,Colegiul Tehnic Avram Iancu,Rural,F,4.45,5.93,1.04,4.34,3.91,3.77,0,0,2022
6251,2022,Buzau,Liceul de Arte Elena Cuza,Urban,F,8.86,5.0,7.34,10.0,6.67,7.09,1,0,2022
6252,2022,Maramures,Liceul Sportiv Marin Preda,Rural,M,8.05,7.39,6.75,9.4,7.31,7.55,1,0,2022
6253,2022,Iasi,Colegiul Tehnic Decebal,Rural,F,9.56,7.38,5.0,7.93,7.87,7.04,1,0,2022
6254,2022,Vaslui,Liceul de Arte George Cosbuc,Rural,F,8.9,9.68,6.12,4.74,4.61,7.03,0,1,2022
6255,2022,Iasi,Liceul Tehnologic Emil Racovita,Rural,M,6.23,8.46,4.5,8.33,3.35,6.26,0,0,2022
6256,2022,Alba,Scoala Nationala Alexandru Ioan Cuza,Rural,M,7.56,4.9,6.75,6.01,8.0,6.35,0,0,2022
6257,2022,Alba,Colegiul Economic Ion Barbu,Rural,F,8.71,7.08,7.38,6.54,6.52,7.17,1,0,2022
6258,2022,Vaslui,Colegiul National Ion Barbu,Rural,M,6.7,7.34,5.87,3.89,8.97,6.56,0,0,2022
6259,2022,Calarasi,Liceul Sportiv Mihai Eminescu,Rural,M,3.27,7.74,3.9,8.17,7.03,6.1,0,0,2022
6260,2022,Olt,Liceul Sportiv Marin Preda,Urban,M,9.09,7.9,10.0,9.71,8.09,8.95,1,0,2022
6261,2022,Ialomita,Liceul Tehnologic Nicolae Balcescu,Urban,M,7.47,6.17,9.02,10.0,8.22,8.04,1,0,2022
6262,2022,Braila,Colegiul National Ana Ipatescu,Urban,F,8.23,8.49,9.08,9.44,9.98,9.01,1,0,2022
6263,2022,Gorj,Liceul Pedagogic Regina Maria,Urban,F,7.91,8.26,7.42,6.84,8.84,7.85,1,0,2022
6264,2022,Satu Mare,Liceul Tehnologic Octavian Goga,Rural,F,5.96,6.24,4.81,6.41,7.15,5.94,0,0,2022
6265,2022,Alba,Liceul Sportiv George Cosbuc,Rural,F,6.53,5.57,7.91,7.58,5.27,6.62,1,0,2022
6266,2022,Alba,Colegiul Economic Mihai Viteazul,Urban,F,7.02,7.15,6.89,9.31,7.96,7.5,1,0,2022
6267,2022,Bihor,Liceul Tehnologic Ana Ipatescu,Rural,M,9.06,5.0,7.1,6.77,8.51,6.83,1,0,2022
6268,2022,Bucuresti,Liceul Pedagogic Mihai Viteazul,Rural,F,8.86,7.9,7.18,9.02,5.0,7.51,1,0,2022
6269,2022,Arad,Liceul Sportiv Lucian Blaga,Urban,M,9.0,7.71,8.01,8.26,7.23,7.94,1,0,2022
6270,2022,Braila,Liceul Teoretic Bogdan Voda,Rural,M,10.0,7.3,6.03,7.59,6.19,7.07,1,0,2022
6271,2022,Constanta,Liceul Teoretic Mircea cel Batran,Urban,F,4.1,6.96,7.92,5.38,3.77,6.25,0,0,2022
6272,2022,Ialomita,Liceul Sportiv Octavian Goga,Urban,M,7.06,6.65,1.28,10.0,7.19,5.66,0,1,2022
6273,2022,Maramures,Scoala Nationala Tudor Vladimirescu,Rural,F,9.24,5.12,7.07,7.27,6.67,6.67,1,0,2022
6274,2022,Gorj,Colegiul Economic Mihai Viteazul,Urban,M,7.62,7.02,5.58,9.11,8.25,7.15,1,0,2022
6275,2022,Braila,Liceul Pedagogic Gheorghe Sincai,Rural,F,9.48,6.76,7.59,8.35,6.48,7.48,1,0,2022
6276,2022,Arges,Liceul Sportiv Mircea cel Batran,Urban,M,8.56,7.37,7.1,6.6,7.51,7.31,1,0,2022
6277,2022,Prahova,Liceul Pedagogic Vasile Alecsandri,Urban,M,8.02,8.99,7.42,7.96,6.08,7.83,1,0,2022
6278,2022,Arges,Scoala Nationala Bogdan Voda,Urban,F,10.0,6.54,10.0,6.84,7.25,8.08,1,0,2022
6279,2022,Vrancea,Liceul Teoretic Mircea cel Batran,Rural,M,8.73,8.08,8.71,7.65,10.0,8.56,1,0,2022
6280,2022,Bacau,Colegiul Economic Spiru Haret,Rural,M,10.0,10.0,5.14,7.48,6.56,7.65,1,0,2022
6281,2022,Bucuresti,Colegiul National Ana Ipatescu,Urban,M,8.98,10.0,8.11,9.04,9.22,9.07,1,0,2022
6282,2022,Dambovita,Liceul Pedagogic Onisifor Ghibu,Urban,F,8.17,9.36,6.96,6.56,5.81,7.57,1,0,2022
6283,2022,Valcea,Colegiul Tehnic Spiru Haret,Rural,M,8.33,6.21,6.35,6.23,7.0,6.59,0,1,2022
6284,2022,Gorj,Colegiul Tehnic Onisifor Ghibu,Urban,M,8.15,10.0,8.75,7.86,8.89,8.95,1,0,2022
6285,2022,Alba,Colegiul Tehnic Mihai Eminescu,Urban,M,6.51,6.72,7.24,9.97,5.42,7.15,1,0,2022
6286,2022,Teleorman,Colegiul National Mihai Eminescu,Urban,M,6.8,7.01,7.4,7.41,7.38,7.22,1,0,2022
6287,2022,Prahova,Colegiul Economic Emil Racovita,Urban,F,7.36,7.2,5.83,10.0,9.18,7.52,1,0,2022
6288,2022,Bistrita-Nasaud,Liceul Teoretic Vasile Alecsandri,Rural,F,8.98,6.91,9.47,9.8,8.69,8.59,1,0,2022
6289,2022,Buzau,Liceul de Arte Ion Luca Caragiale,Rural,M,10.0,8.58,8.82,10.0,9.21,9.1,1,0,2022
6290,2022,Satu Mare,Colegiul Tehnic Bogdan Voda,Rural,F,8.22,7.32,5.49,5.27,9.7,6.91,1,0,2022
6291,2022,Arad,Liceul Pedagogic Traian,Urban,M,6.13,7.15,9.24,6.2,8.56,7.74,1,0,2022
6292,2022,Bucuresti,Scoala Nationala Elena Cuza,Rural,F,8.48,7.7,5.0,6.45,7.16,6.7,1,0,2022
6293,2022,Bistrita-Nasaud,Liceul Pedagogic Octavian Goga,Urban,M,7.69,6.34,7.32,3.92,6.4,6.42,0,0,2022
6294,2022,Hunedoara,Liceul Tehnologic George Cosbuc,Rural,M,7.09,5.56,7.97,8.19,7.99,7.19,1,0,2022
6295,2022,Olt,Scoala Nationala Ana Ipatescu,Urban,F,9.03,7.13,6.17,8.61,8.2,7.41,1,0,2022
6296,2022,Prahova,Liceul de Arte Ioan Slavici,Rural,M,8.91,6.98,5.71,7.67,9.0,7.2,1,0,2022
6297,2022,Buzau,Liceul Sportiv Vasile Alecsandri,Rural,F,8.58,7.34,7.92,8.43,8.26,7.94,1,0,2022
6298,2022,Olt,Scoala Nationala Mircea cel Batran,Rural,M,8.99,9.23,8.52,10.0,6.72,8.73,1,0,2022
6299,2022,Mures,Liceul Sportiv Ana Ipatescu,Rural,M,6.47,6.55,7.27,5.35,5.76,6.46,1,0,2022
6300,2022,Valcea,Colegiul Tehnic Mircea cel Batran,Rural,F,10.0,9.1,5.37,7.32,7.73,7.6,1,0,2022
6301,2022,Cluj,Colegiul Economic Traian,Urban,F,9.66,5.01,8.06,8.25,8.0,7.32,1,0,2022
6302,2022,Tulcea,Colegiul Tehnic Bogdan Voda,Rural,F,6.46,5.26,6.39,5.23,7.38,6.03,1,0,2022
6303,2022,Maramures,Liceul Tehnologic Bogdan Voda,Rural,F,5.39,3.92,5.64,6.7,6.99,5.46,0,0,2022
6304,2022,Arad,Liceul de Arte Elena Cuza,Urban,M,9.67,9.31,7.15,4.9,7.47,7.76,0,1,2022
6305,2022,Bihor,Colegiul Economic Spiru Haret,Urban,M,10.0,6.01,8.75,9.16,7.75,7.96,1,0,2022
6306,2022,Dambovita,Liceul Sportiv Ioan Slavici,Urban,F,7.01,8.68,9.31,6.45,8.77,8.38,1,0,2022
6307,2022,Vaslui,Liceul de Arte Bogdan Voda,Urban,M,8.92,8.15,5.9,4.23,5.08,6.5,0,0,2022
6308,2022,Dambovita,Colegiul Economic Ioan Slavici,Rural,F,5.98,5.88,8.09,6.28,2.19,6.06,0,0,2022
6309,2022,Vaslui,Colegiul Economic Avram Iancu,Rural,M,2.95,5.01,4.47,7.18,3.5,4.74,0,0,2022
6310,2022,Bistrita-Nasaud,Colegiul National Bogdan Voda,Urban,M,5.66,7.82,9.0,3.86,5.62,7.03,0,0,2022
6311,2022,Arad,Liceul Teoretic Mircea cel Batran,Rural,M,8.88,8.27,7.03,8.7,6.49,7.76,1,0,2022
6312,2022,Galati,Colegiul Economic Alexandru Ioan Cuza,Rural,F,9.58,6.68,10.0,10.0,6.38,8.42,1,0,2022
6313,2022,Suceava,Liceul Sportiv Decebal,Urban,M,10.0,7.53,6.87,7.91,7.08,7.57,1,0,2022
6314,2022,Dolj,Liceul Pedagogic Vasile Alecsandri,Urban,F,7.46,9.51,10.0,7.11,5.93,8.56,1,0,2022
6315,2022,Prahova,Liceul Pedagogic Alexandru Ioan Cuza,Urban,F,7.54,9.04,6.85,8.38,5.82,7.65,1,0,2022
6316,2022,Mures,Colegiul Tehnic Ioan Slavici,Urban,F,10.0,7.45,6.32,8.88,6.33,7.41,1,0,2022
6317,2022,Dolj,Liceul Tehnologic Unirea,Rural,F,8.49,4.0,6.58,8.05,6.64,6.23,0,1,2022
6318,2022,Timis,Liceul Pedagogic Ion Luca Caragiale,Rural,F,4.75,4.74,5.79,6.85,7.2,5.74,0,0,2022
6319,2022,Olt,Liceul Tehnologic Lucian Blaga,Urban,F,9.57,6.83,6.96,7.3,6.86,7.22,1,0,2022
6320,2022,Braila,Liceul Sportiv Tudor Vladimirescu,Rural,M,3.57,6.2,3.67,6.38,4.21,4.91,0,0,2022
6321,2022,Galati,Liceul Pedagogic Gheorghe Sincai,Rural,M,6.62,5.15,6.24,7.21,6.3,6.11,1,0,2022
6322,2022,Ialomita,Colegiul Economic Grigore Moisil,Rural,M,8.01,5.57,6.48,6.42,4.4,6.04,0,0,2022
6323,2022,Ialomita,Liceul Teoretic Mihai Viteazul,Rural,F,9.51,8.73,9.07,10.0,5.72,8.65,1,0,2022
6324,2022,Prahova,Scoala Nationala Octavian Goga,Urban,F,10.0,8.02,7.22,10.0,8.66,8.37,1,0,2022
6325,2022,Prahova,Colegiul National Marin Preda,Urban,M,7.64,7.14,5.65,7.03,7.04,6.71,1,0,2022
6326,2022,Ialomita,Colegiul Economic Octavian Goga,Rural,M,7.3,6.3,2.17,7.53,6.15,5.32,0,0,2022
6327,2022,Brasov,Liceul Sportiv Dimitrie Cantemir,Urban,M,6.98,6.91,8.49,9.37,8.09,7.94,1,0,2022
6328,2022,Teleorman,Scoala Nationala Avram Iancu,Rural,F,8.51,8.63,4.27,7.43,6.32,6.78,0,0,2022
6329,2022,Braila,Scoala Nationala Traian,Rural,F,7.59,8.74,5.0,7.94,6.54,7.05,1,0,2022
6330,2022,Alba,Liceul Pedagogic Vasile Alecsandri,Rural,M,8.69,8.47,5.27,7.27,5.05,6.84,1,0,2022
6331,2022,Iasi,Liceul Teoretic Mircea cel Batran,Urban,F,8.19,9.02,5.0,7.39,7.55,7.27,1,0,2022
6332,2022,Botosani,Liceul Sportiv Grigore Moisil,Urban,F,7.75,6.67,6.91,10.0,8.37,7.6,1,0,2022
6333,2022,Bistrita-Nasaud,Colegiul Tehnic Emil Racovita,Rural,M,8.3,7.97,8.08,8.64,7.04,8.0,1,0,2022
6334,2022,Galati,Liceul Teoretic Ioan Slavici,Urban,M,7.22,7.59,10.0,10.0,7.03,8.55,1,0,2022
6335,2022,Bihor,Liceul Teoretic Regina Maria,Urban,F,8.09,10.0,5.7,7.27,9.44,8.03,1,0,2022
6336,2022,Sibiu,Colegiul National Ion Barbu,Rural,F,9.87,9.05,6.61,6.99,8.29,7.98,1,0,2022
6337,2022,Olt,Liceul Pedagogic Mihai Eminescu,Urban,F,9.12,3.27,5.9,7.33,8.96,6.11,0,0,2022
6338,2022,Arad,Liceul Tehnologic Avram Iancu,Rural,M,8.64,4.85,3.28,2.37,3.78,4.23,0,0,2022
6339,2022,Galati,Liceul de Arte Traian,Rural,M,8.36,5.34,4.37,6.12,4.9,5.4,0,0,2022
6340,2022,Dolj,Colegiul Economic Mircea cel Batran,Urban,F,8.07,7.56,7.6,8.5,8.11,7.85,1,0,2022
6341,2022,Olt,Colegiul Tehnic Traian,Rural,F,9.56,8.79,7.71,6.95,7.84,8.12,1,0,2022
6342,2022,Cluj,Colegiul National Marin Preda,Rural,F,2.96,5.96,9.39,5.44,5.14,6.49,0,1,2022
6343,2022,Suceava,Colegiul Tehnic Mihai Eminescu,Rural,F,6.22,5.47,6.13,7.02,8.22,6.39,0,1,2022
6344,2022,Prahova,Scoala Nationala Spiru Haret,Urban,M,10.0,7.9,7.38,8.33,9.11,8.2,1,0,2022
6345,2022,Calarasi,Colegiul National Regina Maria,Rural,M,9.83,5.91,3.84,3.7,8.27,5.7,0,0,2022
6346,2022,Bihor,Colegiul Economic Unirea,Urban,M,7.35,8.1,6.11,8.37,7.26,7.34,1,0,2022
6347,2022,Calarasi,Colegiul Economic Avram Iancu,Urban,M,8.2,9.95,9.84,9.7,6.07,9.12,1,0,2022
6348,2022,Giurgiu,Scoala Nationala Nicolae Balcescu,Urban,M,9.89,8.66,10.0,9.32,7.31,9.08,1,0,2022
6349,2022,Braila,Liceul Pedagogic Grigore Moisil,Urban,F,8.32,6.8,5.92,7.52,4.9,6.51,0,0,2022
6350,2022,Mures,Liceul Pedagogic Unirea,Urban,M,7.23,9.69,5.22,10.0,9.67,8.15,1,0,2022
6351,2022,Maramures,Scoala Nationala Mihai Viteazul,Urban,M,10.0,5.97,5.08,6.42,10.0,6.78,1,0,2022
6352,2022,Giurgiu,Liceul Tehnologic Onisifor Ghibu,Rural,F,5.1,4.89,7.34,6.31,8.87,6.46,0,0,2022
6353,2022,Ilfov,Liceul Tehnologic Ana Ipatescu,Urban,F,7.89,7.69,7.07,9.44,7.88,7.82,1,0,2022
6354,2022,Dambovita,Liceul Teoretic Ana Ipatescu,Urban,M,6.65,10.0,6.09,7.56,6.92,7.66,1,0,2022
6355,2022,Valcea,Liceul Sportiv Marin Preda,Urban,F,9.05,9.17,5.0,5.9,7.4,7.15,1,0,2022
6356,2022,Bucuresti,Colegiul National Emil Racovita,Urban,F,6.96,9.15,4.8,9.04,7.05,7.29,0,0,2022
6357,2022,Vrancea,Liceul Tehnologic Mircea cel Batran,Urban,F,8.26,6.32,8.66,7.76,9.05,7.84,1,0,2022
6358,2022,Prahova,Liceul Teoretic Gheorghe Sincai,Urban,M,8.23,8.03,9.29,10.0,8.89,8.85,1,0,2022
6359,2022,Galati,Liceul Teoretic Mihai Viteazul,Rural,F,10.0,6.18,1.17,4.86,6.99,4.98,0,0,2022
6360,2022,Ialomita,Liceul Pedagogic Unirea,Rural,F,7.1,9.31,5.63,8.49,7.12,7.53,1,0,2022
6361,2022,Arges,Scoala Nationala Tudor Vladimirescu,Urban,F,8.82,8.33,6.5,7.95,7.99,7.72,1,0,2022
6362,2022,Teleorman,Liceul Tehnologic Mihai Eminescu,Rural,M,7.38,9.34,9.66,5.85,8.15,8.54,1,0,2022
6363,2022,Arad,Liceul Sportiv Octavian Goga,Urban,M,7.39,4.09,7.47,10.0,6.31,6.65,0,0,2022
6364,2022,Hunedoara,Liceul Tehnologic Lucian Blaga,Urban,M,7.96,7.12,6.24,10.0,8.81,7.63,1,0,2022
6365,2022,Ilfov,Scoala Nationala Gheorghe Sincai,Rural,F,8.41,7.18,4.53,9.71,6.78,6.83,0,1,2022
6366,2022,Alba,Liceul Teoretic Ioan Slavici,Urban,F,7.89,7.04,9.2,7.78,8.51,8.1,1,0,2022
6367,2022,Maramures,Liceul Pedagogic Emil Racovita,Rural,F,8.92,6.29,7.55,6.04,5.11,6.72,1,0,2022
6368,2022,Arges,Colegiul National Tudor Vladimirescu,Urban,M,6.79,7.33,3.56,5.69,5.87,5.68,0,0,2022
6369,2022,Braila,Liceul de Arte Emil Racovita,Urban,F,6.9,7.54,7.54,6.39,5.13,6.94,1,0,2022
6370,2022,Calarasi,Liceul Sportiv Tudor Vladimirescu,Rural,M,7.63,7.88,9.15,8.68,8.18,8.4,1,0,2022
6371,2022,Bacau,Liceul Tehnologic Bogdan Voda,Rural,M,7.5,6.4,4.16,3.75,3.36,4.98,0,0,2022
6372,2022,Botosani,Colegiul Economic Alexandru Ioan Cuza,Rural,M,4.75,6.5,6.46,5.19,7.21,6.22,0,1,2022
6373,2022,Bucuresti,Liceul Pedagogic Ana Ipatescu,Rural,F,7.54,4.02,4.68,5.87,4.69,4.95,0,1,2022
6374,2022,Calarasi,Liceul Sportiv Ana Ipatescu,Urban,F,6.42,6.42,9.53,6.79,9.9,7.93,1,0,2022
6375,2022,Dolj,Scoala Nationala Onisifor Ghibu,Urban,M,7.97,6.04,5.77,9.29,4.9,6.47,0,0,2022
6376,2022,Satu Mare,Liceul de Arte Marin Preda,Urban,M,9.24,8.82,5.0,6.81,7.81,7.26,1,0,2022
6377,2022,Sibiu,Scoala Nationala Marin Preda,Urban,F,7.7,9.67,8.25,8.08,7.49,8.48,1,0,2022
6378,2022,Neamt,Liceul Sportiv Ion Luca Caragiale,Rural,F,6.52,7.87,6.84,6.34,7.85,7.19,1,0,2022
6379,2022,Mehedinti,Colegiul Tehnic Nicolae Balcescu,Urban,M,9.04,8.38,8.65,7.1,6.68,8.08,1,0,2022
6380,2022,Cluj,Liceul de Arte Grigore Moisil,Urban,F,7.35,7.38,7.51,7.43,9.4,7.73,1,0,2022
6381,2022,Gorj,Liceul Pedagogic Mircea cel Batran,Urban,F,7.22,6.59,8.3,8.78,9.08,7.87,1,0,2022
6382,2022,Sibiu,Liceul Teoretic Elena Cuza,Urban,F,8.49,10.0,5.66,7.29,9.51,8.07,1,0,2022
6383,2022,Ilfov,Colegiul Tehnic Mihai Viteazul,Urban,M,9.81,6.35,6.85,10.0,8.01,7.64,1,0,2022
6384,2022,Valcea,Scoala Nationala Vasile Alecsandri,Rural,M,8.66,4.87,9.02,5.18,4.66,6.51,0,0,2022
6385,2022,Constanta,Liceul de Arte Lucian Blaga,Urban,F,9.67,6.28,6.19,9.96,9.24,7.59,1,0,2022
6386,2022,Calarasi,Colegiul Tehnic Alexandru Ioan Cuza,Urban,F,9.9,7.28,4.67,8.35,7.01,6.88,0,0,2022
6387,2022,Gorj,Liceul Sportiv Spiru Haret,Urban,M,7.65,9.42,6.37,9.06,7.57,8.0,1,0,2022
6388,2022,Suceava,Liceul Sportiv Elena Cuza,Urban,F,8.42,3.97,8.62,7.73,6.52,6.76,0,0,2022
6389,2022,Maramures,Colegiul National Grigore Moisil,Urban,F,7.3,10.0,6.62,7.05,9.81,8.25,1,0,2022
6390,2022,Ialomita,Colegiul Tehnic Bogdan Voda,Rural,F,8.98,8.7,6.57,7.71,5.0,7.39,1,0,2022
6391,2022,Giurgiu,Liceul Pedagogic Onisifor Ghibu,Urban,M,8.53,6.71,5.26,8.68,9.31,7.14,1,0,2022
6392,2022,Suceava,Liceul Teoretic Tudor Vladimirescu,Urban,F,7.34,8.37,8.28,8.41,7.68,8.14,1,0,2022
6393,2022,Bistrita-Nasaud,Liceul Sportiv Tudor Vladimirescu,Rural,F,9.11,8.31,7.24,7.01,8.3,7.87,1,0,2022
6394,2022,Hunedoara,Liceul Teoretic Emil Racovita,Urban,F,9.21,8.59,10.0,7.05,8.67,8.86,1,0,2022
6395,2022,Bucuresti,Liceul Sportiv Ion Barbu,Urban,M,7.93,6.11,6.47,9.69,7.88,7.2,1,0,2022
6396,2022,Arges,Liceul Teoretic Ioan Slavici,Rural,F,9.37,3.98,3.95,5.72,9.45,5.59,0,0,2022
6397,2022,Salaj,Scoala Nationala Onisifor Ghibu,Urban,F,5.62,8.97,6.43,8.71,9.85,7.97,1,0,2022
6398,2022,Vrancea,Colegiul Economic Unirea,Urban,M,6.37,9.85,6.06,6.5,7.28,7.48,1,0,2022
6399,2022,Tulcea,Scoala Nationala George Cosbuc,Rural,F,8.92,6.04,5.0,7.35,8.79,6.62,1,0,2022
6400,2022,Salaj,Scoala Nationala Elena Cuza,Urban,F,8.95,7.05,7.37,8.39,6.75,7.49,1,0,2022
